DATE,OPEN,HIGH,LOW,CLOSE,52W H,52W L,SYMBOL
2025-11-10,4964.0,5009.0,4921.5,4992.0,7960.0,4684.45,ABB
2025-11-07,5099.0,5151.0,4962.5,5016.5,7960.0,4684.45,ABB
2025-11-06,5258.0,5280.5,5172.0,5228.0,7960.0,4684.45,ABB
2025-11-04,5263.0,5270.5,5225.5,5244.0,7960.0,4684.45,ABB
2025-11-03,5215.0,5279.0,5205.0,5256.0,7960.0,4684.45,ABB
2025-10-31,5284.0,5295.5,5204.5,5220.0,7960.0,4684.45,ABB
2025-10-30,5297.5,5306.0,5237.0,5279.0,7960.0,4684.45,ABB
2025-10-29,5175.5,5300.0,5175.5,5289.0,7960.0,4684.45,ABB
2025-10-28,5260.0,5275.0,5141.5,5175.5,7960.0,4684.45,ABB
2025-10-27,5198.0,5240.0,5172.0,5238.0,7960.0,4684.45,ABB
2025-10-24,5198.0,5210.0,5151.5,5181.0,8871.3,4684.45,ABB
2025-10-23,5244.0,5279.5,5165.0,5181.5,8871.3,4684.45,ABB
2025-10-21,5248.0,5262.0,5220.0,5240.0,8871.3,4684.45,ABB
2025-10-20,5228.0,5273.5,5203.5,5231.5,8871.3,4684.45,ABB
2025-10-17,5208.5,5227.0,5176.0,5202.0,8940.6,4684.45,ABB
2025-10-16,5190.0,5260.0,5077.5,5212.0,8940.6,4684.45,ABB
2025-10-15,5119.5,5228.0,5097.5,5173.5,8940.6,4684.45,ABB
2025-10-14,5169.5,5169.5,5081.5,5119.5,8940.6,4684.45,ABB
2025-10-13,5160.0,5175.5,5101.0,5147.5,8940.6,4684.45,ABB
2025-10-10,5151.0,5210.0,5147.5,5186.0,8940.6,4684.45,ABB
2025-10-09,5120.0,5162.0,5075.0,5146.5,8940.6,4684.45,ABB
2025-10-08,5236.5,5236.5,5101.0,5128.5,8940.6,4684.45,ABB
2025-10-07,5233.0,5343.0,5209.5,5219.5,8940.6,4684.45,ABB
2025-10-06,5190.5,5244.5,5176.0,5218.0,8940.6,4684.45,ABB
2025-10-03,5190.0,5208.5,5148.5,5183.5,8940.6,4684.45,ABB
2025-10-01,5185.0,5208.0,5143.0,5199.0,8940.6,4684.45,ABB
2025-09-30,5201.0,5232.6,5175.1,5183.3,8940.6,4684.45,ABB
2025-09-29,5173.4,5246.0,5167.1,5207.8,8940.6,4684.45,ABB
2025-09-26,5200.9,5210.0,5121.0,5173.4,8940.6,4684.45,ABB
2025-09-25,5237.0,5265.0,5184.0,5200.7,8940.6,4684.45,ABB
2025-09-24,5298.0,5349.8,5223.6,5237.3,8940.6,4684.45,ABB
2025-09-23,5360.2,5375.4,5285.0,5298.7,8940.6,4684.45,ABB
2025-09-22,5430.0,5455.3,5341.0,5362.8,8940.6,4684.45,ABB
2025-09-19,5458.8,5464.7,5418.0,5436.9,8940.6,4684.45,ABB
2025-09-18,5410.1,5471.3,5396.0,5436.0,8940.6,4684.45,ABB
2025-09-17,5375.6,5415.8,5331.7,5385.8,8940.6,4684.45,ABB
2025-09-16,5370.0,5376.9,5316.6,5349.0,8940.6,4684.45,ABB
2025-09-15,5248.6,5383.3,5241.2,5338.8,8940.6,4684.45,ABB
2025-09-12,5224.0,5265.0,5201.0,5248.6,8940.6,4684.45,ABB
2025-09-11,5181.7,5237.0,5157.1,5218.1,8940.6,4684.45,ABB
2025-09-10,5129.8,5195.0,5121.0,5161.9,8940.6,4684.45,ABB
2025-09-09,5111.0,5150.0,5091.0,5131.9,8940.6,4684.45,ABB
2025-09-08,5140.0,5187.3,5097.6,5108.3,8940.6,4684.45,ABB
2025-09-05,5162.8,5185.2,5070.0,5117.4,8940.6,4684.45,ABB
2025-09-04,5220.0,5221.8,5145.0,5162.8,8940.6,4684.45,ABB
2025-09-03,5150.0,5209.9,5148.2,5188.4,8940.6,4684.45,ABB
2025-09-02,5127.4,5174.5,5097.0,5148.2,8940.6,4684.45,ABB
2025-09-01,5042.0,5140.5,5017.6,5127.4,8940.6,4684.45,ABB
2025-08-29,5003.0,5060.5,4939.5,4999.0,8940.6,4684.45,ABB
2025-08-28,5022.0,5039.5,4953.0,5000.5,8940.6,4684.45,ABB
2025-08-26,5100.5,5109.5,5011.0,5022.0,8940.6,4684.45,ABB
2025-08-25,5100.0,5113.5,5045.0,5100.5,8940.6,4684.45,ABB
2025-08-22,5170.0,5170.0,5051.0,5063.0,8940.6,4684.45,ABB
2025-08-21,5150.0,5195.0,5112.0,5141.5,8940.6,4684.45,ABB
2025-08-20,5084.0,5140.5,5070.0,5121.5,8940.6,4684.45,ABB
2025-08-19,5038.0,5082.0,5007.5,5068.0,8940.6,4684.45,ABB
2025-08-18,5090.0,5090.0,5003.5,5037.5,8940.6,4684.45,ABB
2025-08-14,5100.0,5105.5,5023.5,5030.0,8940.6,4684.45,ABB
2025-08-13,5097.5,5102.0,5038.5,5087.0,8940.6,4684.45,ABB
2025-08-12,5079.5,5089.5,5017.0,5071.5,8940.6,4684.45,ABB
2025-08-11,5057.0,5122.5,5002.5,5047.0,8940.6,4684.45,ABB
2025-08-08,5143.5,5143.5,5005.5,5022.0,8940.6,4684.45,ABB
2025-08-07,5092.5,5140.0,5017.0,5118.5,8940.6,4684.45,ABB
2025-08-06,5124.0,5124.0,5024.5,5097.0,8940.6,4684.45,ABB
2025-08-05,5070.0,5099.0,5019.5,5084.0,8940.6,4684.45,ABB
2025-08-04,5310.0,5364.0,5014.5,5092.5,8940.6,4684.45,ABB
2025-08-01,5539.0,5539.0,5360.5,5387.5,8940.6,4684.45,ABB
2025-07-31,5510.0,5574.5,5489.5,5510.0,8940.6,4684.45,ABB
2025-07-30,5610.0,5610.0,5470.0,5554.0,8940.6,4684.45,ABB
2025-07-29,5545.0,5592.0,5478.0,5579.0,8940.6,4684.45,ABB
2025-07-28,5640.0,5644.0,5525.0,5545.5,8940.6,4684.45,ABB
2025-07-25,5699.0,5710.0,5610.5,5643.0,8940.6,4684.45,ABB
2025-07-24,5711.0,5734.5,5655.0,5699.0,8940.6,4684.45,ABB
2025-07-23,5771.5,5788.0,5675.0,5711.0,8940.6,4684.45,ABB
2025-07-22,5850.5,5872.0,5731.0,5755.0,8940.6,4684.45,ABB
2025-07-21,5666.0,5845.5,5635.5,5836.0,8940.6,4684.45,ABB
2025-07-18,5684.0,5727.5,5630.5,5646.5,8940.6,4684.45,ABB
2025-07-17,5568.0,5664.0,5468.0,5637.5,8940.6,4684.45,ABB
2025-07-16,5608.0,5618.0,5502.5,5551.0,8940.6,4684.45,ABB
2025-07-15,5679.5,5725.0,5590.5,5608.0,8940.6,4684.45,ABB
